Formatted Date,Apparent Temperature (C),Humidity,Wind Speed (km/h),Wind Bearing (degrees),Visibility (km),Loud Cover,Pressure (millibars),Temperature (C),Rain
2023-04-19 16:00:00.000 +0200,17.8,0.69,14.6,19.0,11.2,0.0,1009.47,17.8,1
2023-04-19 17:00:00.000 +0200,17.7,0.69,9.2,340.0,11.0,0.0,1009.63,17.7,1
2023-04-19 18:00:00.000 +0200,16.3,0.71,23.1,39.0,11.2,0.0,1009.39,16.3,1
2023-04-19 19:00:00.000 +0200,13.2,0.93,3.8,335.0,5.2,0.0,1011.07,13.2,1
2023-04-19 20:00:00.000 +0200,13.3,0.93,3.1,228.0,8.1,0.0,1011.23,13.3,1
2023-04-19 21:00:00.000 +0200,13.0,0.93,10.3,274.0,10.0,0.0,1011.35,13.0,1
2023-04-19 22:00:00.000 +0200,12.5,0.91,5.8,310.0,14.9,0.0,1011.67,12.5,1
2023-04-19 23:00:00.000 +0200,12.5,0.9,9.9,315.0,14.6,0.0,1011.76,12.5,1
2023-04-02 00:00:00.000 +0200,8.9,0.8,6.5,146.0,15.8,0.0,1015.68,9.6,1
2023-04-02 01:00:00.000 +0200,10.6,0.79,14.0,160.0,15.8,0.0,1015.41,10.6,1
2023-04-02 02:00:00.000 +0200,8.7,0.93,4.6,40.0,11.4,0.0,1014.98,8.7,1
2023-04-02 03:00:00.000 +0200,10.5,0.77,10.8,143.0,15.8,0.0,1015.18,10.5,1
2023-04-02 04:00:00.000 +0200,8.7,0.83,6.5,133.0,15.8,0.0,1014.7,9.4,1
2023-04-02 05:00:00.000 +0200,9.3,0.83,6.1,163.0,15.0,0.0,1014.64,9.9,1
2023-04-02 06:00:00.000 +0200,10.4,0.78,10.7,136.0,15.8,0.0,1014.31,10.4,1
2023-04-02 07:00:00.000 +0200,7.2,0.89,10.5,158.0,11.2,0.0,1014.63,8.9,1
2023-04-02 08:00:00.000 +0200,9.0,0.84,8.0,151.0,11.0,0.0,1014.82,10.0,1
2023-04-02 09:00:00.000 +0200,12.2,0.73,2.5,355.0,10.0,0.0,1014.82,12.2,1
2023-04-02 10:00:00.000 +0200,14.0,0.67,9.3,123.0,10.0,0.0,1015.0,14.0,1
2023-04-02 11:00:00.000 +0200,14.9,0.67,7.2,132.0,10.4,0.0,1014.9,14.9,1
2023-04-02 12:00:00.000 +0200,16.2,0.71,11.8,199.0,10.0,0.0,1014.35,16.2,1
2023-04-02 13:00:00.000 +0200,16.4,0.61,7.1,227.0,11.3,0.0,1014.51,16.4,1
2023-04-02 14:00:00.000 +0200,17.4,0.57,3.6,251.0,11.4,0.0,1014.32,17.4,1
2023-04-02 15:00:00.000 +0200,17.7,0.51,1.8,156.0,11.3,0.0,1013.93,17.7,1
2023-04-02 16:00:00.000 +0200,17.7,0.53,8.7,113.0,11.3,0.0,1013.45,17.7,1
2023-04-02 17:00:00.000 +0200,16.2,0.61,2.8,261.0,11.4,0.0,1013.43,16.2,1
2023-04-02 18:00:00.000 +0200,14.1,0.71,9.2,357.0,11.2,0.0,1013.58,14.1,1
2023-04-02 19:00:00.000 +0200,14.0,0.76,7.4,147.0,11.2,0.0,1013.24,14.0,1
2023-04-02 20:00:00.000 +0200,12.3,0.8,3.5,161.0,11.0,0.0,1013.7,12.3,1
2023-04-02 21:00:00.000 +0200,10.0,0.86,3.1,149.0,9.9,0.0,1014.14,10.0,1
2023-04-02 22:00:00.000 +0200,8.7,0.86,6.4,190.0,15.6,0.0,1014.34,9.4,1
2023-04-02 23:00:00.000 +0200,9.4,0.9,4.6,138.0,14.7,0.0,1014.6,9.4,1
2023-04-20 00:00:00.000 +0200,11.8,0.92,3.0,311.0,15.8,0.0,1011.68,11.8,1
2023-04-20 01:00:00.000 +0200,10.8,0.91,5.2,178.0,0.6,0.0,1011.98,10.8,1
2023-04-20 02:00:00.000 +0200,12.2,0.95,2.8,298.0,3.6,0.0,1015.64,12.2,1
2023-04-20 03:00:00.000 +0200,9.2,0.94,5.7,123.0,0.6,0.0,1012.26,9.7,1
2023-04-20 04:00:00.000 +0200,7.2,0.94,6.8,10.0,0.6,0.0,1012.63,8.2,1
2023-04-20 05:00:00.000 +0200,10.2,0.95,5.6,133.0,1.1,0.0,1012.62,10.2,1
2023-04-20 06:00:00.000 +0200,10.1,0.99,2.3,127.0,0.5,0.0,1012.85,10.1,1
2023-04-20 07:00:00.000 +0200,10.2,0.99,0.3,81.0,0.4,0.0,1013.61,10.2,1
2023-04-20 08:00:00.000 +0200,11.2,0.98,2.8,358.0,0.7,0.0,1013.9,11.2,1
2023-04-20 09:00:00.000 +0200,12.2,0.99,2.3,152.0,2.2,0.0,1014.31,12.2,1
2023-04-20 10:00:00.000 +0200,13.9,0.92,8.1,135.0,4.2,0.0,1014.43,13.9,1
2023-04-20 11:00:00.000 +0200,15.6,0.82,2.3,153.0,6.3,0.0,1014.73,15.6,1
2023-04-20 12:00:00.000 +0200,15.1,0.86,3.3,120.0,6.3,0.0,1014.92,15.1,1
2023-04-20 13:00:00.000 +0200,15.1,0.82,7.6,162.0,8.2,0.0,1014.73,15.1,1
2023-04-20 14:00:00.000 +0200,14.3,0.87,10.6,134.0,6.9,0.0,1014.92,14.3,1
2023-04-20 15:00:00.000 +0200,16.0,0.81,6.7,115.0,7.3,0.0,1014.76,16.0,1
2023-04-20 16:00:00.000 +0200,15.0,0.86,7.7,139.0,7.3,0.0,1014.37,15.0,1
2023-04-20 17:00:00.000 +0200,13.9,0.89,7.3,152.0,6.3,0.0,1014.83,13.9,1
2023-04-20 18:00:00.000 +0200,12.9,0.95,11.5,310.0,4.7,0.0,1015.11,12.9,1
2023-04-20 19:00:00.000 +0200,12.9,0.95,5.3,347.0,5.2,0.0,1015.14,12.9,1
2023-04-20 20:00:00.000 +0200,12.4,0.98,2.4,72.0,5.8,0.0,1015.5,12.4,1
2023-04-20 21:00:00.000 +0200,12.3,0.99,8.1,320.0,6.2,0.0,1015.76,12.3,1
2023-04-20 22:00:00.000 +0200,12.2,0.96,6.2,349.0,6.2,0.0,1016.35,12.2,1
2023-04-20 23:00:00.000 +0200,11.3,0.96,2.8,335.0,3.8,0.0,1016.38,11.3,1
2023-04-21 00:00:00.000 +0200,11.5,0.96,3.2,358.0,4.5,0.0,1016.43,11.5,1
2023-04-21 01:00:00.000 +0200,11.5,0.96,6.0,301.0,3.1,0.0,1016.56,11.5,1
2023-04-21 02:00:00.000 +0200,8.9,0.96,6.0,326.0,1.8,0.0,1017.23,9.4,1
2023-04-21 03:00:00.000 +0200,11.4,0.96,6.3,340.0,3.9,0.0,1016.17,11.4,1
2023-04-21 04:00:00.000 +0200,11.4,0.96,6.4,350.0,3.9,0.0,1016.25,11.4,1
2023-04-21 05:00:00.000 +0200,11.5,0.96,6.4,332.0,3.3,0.0,1016.13,11.5,1
2023-04-21 06:00:00.000 +0200,12.0,0.93,4.8,340.0,0.6,0.0,1016.17,12.0,1
2023-04-21 07:00:00.000 +0200,12.0,1.0,9.7,10.0,1.3,0.0,1016.45,12.0,1
2023-04-21 08:00:00.000 +0200,12.6,0.96,7.7,7.0,2.4,0.0,1016.94,12.6,1
2023-04-21 09:00:00.000 +0200,12.8,0.96,8.0,1.0,4.0,0.0,1017.06,12.8,1
2023-04-21 10:00:00.000 +0200,13.8,0.9,7.9,30.0,4.5,0.0,1017.45,13.8,1
2023-04-21 11:00:00.000 +0200,13.2,0.94,10.4,8.0,6.3,0.0,1017.77,13.2,1
2023-04-21 12:00:00.000 +0200,15.1,0.86,8.1,345.0,6.2,0.0,1017.73,15.1,1
2023-04-21 13:00:00.000 +0200,17.2,0.75,7.2,308.0,11.3,0.0,1017.53,17.2,1
2023-04-21 14:00:00.000 +0200,16.3,0.76,13.3,352.0,11.0,0.0,1017.31,16.3,1
2023-04-21 15:00:00.000 +0200,17.4,0.74,13.6,353.0,11.3,0.0,1016.82,17.4,1
2023-04-21 16:00:00.000 +0200,15.3,0.76,8.3,85.0,11.3,0.0,1016.6,15.3,1
2023-04-21 17:00:00.000 +0200,17.5,0.72,5.3,49.0,11.1,0.0,1016.39,17.5,1
2023-04-21 18:00:00.000 +0200,16.2,0.77,11.2,21.0,11.3,0.0,1016.33,16.2,1
2023-04-21 19:00:00.000 +0200,15.1,0.82,3.7,23.0,11.3,0.0,1016.52,15.1,1
2023-04-21 20:00:00.000 +0200,14.0,0.88,1.1,35.0,9.6,0.0,1016.81,14.0,1
2023-04-21 21:00:00.000 +0200,12.2,0.92,0.7,30.0,8.1,0.0,1017.34,12.2,1
2023-04-21 22:00:00.000 +0200,11.1,0.95,4.8,56.0,1.1,0.0,1017.54,11.1,1
2023-04-21 23:00:00.000 +0200,11.1,0.95,3.4,11.0,1.8,0.0,1017.43,11.1,1
2023-04-22 00:00:00.000 +0200,9.9,0.96,3.4,349.0,1.1,0.0,1017.65,9.9,1
2023-04-22 01:00:00.000 +0200,8.6,0.96,6.4,321.0,3.4,0.0,1017.56,9.4,1
2023-04-22 02:00:00.000 +0200,9.9,0.96,3.2,319.0,4.5,0.0,1016.16,9.9,1
2023-04-22 03:00:00.000 +0200,8.3,0.99,3.3,313.0,1.9,0.0,1017.16,8.3,1
2023-04-22 04:00:00.000 +0200,8.9,0.96,2.6,337.0,1.8,0.0,1017.15,8.9,1
2023-04-22 05:00:00.000 +0200,8.8,0.96,3.9,335.0,2.4,0.0,1017.28,8.8,1
2023-04-22 06:00:00.000 +0200,7.2,1.0,1.9,319.0,0.3,0.0,1017.15,7.2,1
2023-04-22 07:00:00.000 +0200,8.9,0.99,3.5,295.0,1.8,0.0,1017.36,8.9,1
2023-04-22 08:00:00.000 +0200,11.2,0.93,2.9,285.0,2.6,0.0,1017.7,11.2,1
2023-04-22 09:00:00.000 +0200,12.4,0.98,3.4,349.0,6.3,0.0,1017.72,12.4,1
2023-04-22 10:00:00.000 +0200,14.1,0.88,4.9,339.0,10.0,0.0,1017.82,14.1,1
2023-04-22 11:00:00.000 +0200,17.1,0.72,3.1,308.0,11.1,0.0,1017.77,17.1,1
2023-04-22 12:00:00.000 +0200,18.9,0.64,4.2,306.0,11.3,0.0,1017.3,18.9,1
2023-04-22 13:00:00.000 +0200,17.9,0.68,4.1,6.0,11.3,0.0,1016.9,17.9,1
2023-04-22 14:00:00.000 +0200,20.0,0.53,1.2,72.0,11.1,0.0,1016.4,20.0,1
2023-04-22 15:00:00.000 +0200,20.1,0.62,9.1,352.0,11.3,0.0,1015.9,20.1,1
2023-04-22 16:00:00.000 +0200,20.1,0.56,9.5,2.0,11.3,0.0,1015.29,20.1,1
2023-04-22 17:00:00.000 +0200,20.1,0.58,7.5,15.0,11.4,0.0,1014.9,20.1,1
2023-04-22 18:00:00.000 +0200,19.1,0.63,9.1,23.0,11.2,0.0,1014.68,19.1,1
2023-04-22 19:00:00.000 +0200,17.5,0.62,7.6,24.0,11.2,0.0,1014.78,17.5,1
2023-04-22 20:00:00.000 +0200,15.6,0.74,0.5,116.0,10.0,0.0,1015.04,15.6,1
2023-04-22 21:00:00.000 +0200,12.5,0.91,3.9,197.0,10.0,0.0,1015.51,12.5,1
2023-04-22 22:00:00.000 +0200,12.2,0.89,1.5,140.0,15.8,0.0,1015.72,12.2,1
2023-04-22 23:00:00.000 +0200,11.4,0.92,3.0,275.0,15.0,0.0,1015.79,11.4,1
2023-04-23 00:00:00.000 +0200,10.6,0.95,6.0,290.0,14.8,0.0,1015.83,10.6,1
2023-04-23 01:00:00.000 +0200,10.5,0.93,3.1,270.0,9.8,0.0,1015.95,10.5,1
2023-04-23 02:00:00.000 +0200,10.3,0.95,5.3,278.0,4.7,0.0,1017.13,10.3,1
2023-04-23 03:00:00.000 +0200,9.4,0.96,1.5,100.0,4.0,0.0,1015.82,9.4,1
2023-04-23 04:00:00.000 +0200,8.3,0.96,3.2,300.0,2.0,0.0,1015.82,8.3,1
2023-04-23 05:00:00.000 +0200,8.8,0.96,3.4,333.0,1.7,0.0,1015.89,8.8,1
2023-04-23 06:00:00.000 +0200,7.9,0.93,6.3,304.0,0.8,0.0,1015.83,8.7,1
2023-04-23 07:00:00.000 +0200,11.9,0.93,11.3,140.0,9.8,0.0,1016.12,11.9,1
2023-04-23 08:00:00.000 +0200,14.5,0.84,1.7,129.0,9.5,0.0,1016.23,14.5,1
2023-04-23 09:00:00.000 +0200,18.7,0.68,3.2,300.0,10.0,0.0,1016.23,18.7,1
2023-04-23 10:00:00.000 +0200,20.0,0.6,7.2,160.0,10.0,0.0,1016.38,20.0,1
2023-04-23 11:00:00.000 +0200,21.0,0.55,6.5,209.0,10.0,0.0,1016.66,21.0,1
2023-04-23 12:00:00.000 +0200,20.7,0.46,6.5,179.0,15.9,0.0,1016.58,20.7,1
2023-04-23 13:00:00.000 +0200,22.3,0.48,7.5,235.0,11.3,0.0,1016.27,22.3,1
2023-04-23 14:00:00.000 +0200,22.1,0.5,6.5,145.0,11.4,0.0,1015.96,22.1,1
2023-04-23 15:00:00.000 +0200,22.7,0.38,1.0,262.0,10.0,0.0,1015.34,22.7,1
2023-04-23 16:00:00.000 +0200,22.8,0.37,5.2,90.0,10.0,0.0,1014.7,22.8,1
2023-04-23 17:00:00.000 +0200,21.2,0.41,7.3,58.0,11.4,0.0,1015.2,21.2,1
2023-04-23 18:00:00.000 +0200,20.2,0.45,1.5,179.0,10.0,0.0,1014.87,20.2,1
2023-04-23 19:00:00.000 +0200,18.0,0.68,0.3,157.0,10.0,0.0,1014.78,18.0,1
2023-04-23 20:00:00.000 +0200,17.4,0.65,0.5,139.0,10.0,0.0,1015.54,17.4,1
2023-04-23 21:00:00.000 +0200,14.0,0.82,0.0,0.0,10.0,0.0,1016.01,14.0,1
2023-04-23 22:00:00.000 +0200,13.3,0.89,2.9,329.0,15.8,0.0,1016.52,13.3,1
2023-04-23 23:00:00.000 +0200,12.3,0.89,2.5,262.0,10.0,0.0,1016.96,12.3,1
2023-04-24 00:00:00.000 +0200,11.1,0.95,3.2,268.0,6.3,0.0,1017.04,11.1,1
2023-04-24 01:00:00.000 +0200,10.5,0.95,11.3,280.0,6.3,0.0,1017.33,10.5,1
2023-04-24 02:00:00.000 +0200,12.4,0.8,4.6,172.0,14.2,0.0,1019.59,12.4,1
2023-04-24 03:00:00.000 +0200,9.9,0.96,3.1,273.0,3.8,0.0,1017.25,9.9,1
2023-04-24 04:00:00.000 +0200,8.9,0.95,1.5,320.0,3.4,0.0,1017.42,8.9,1
2023-04-24 05:00:00.000 +0200,8.7,0.94,3.6,317.0,4.3,0.0,1017.74,8.7,1
2023-04-24 06:00:00.000 +0200,7.7,1.0,0.0,0.0,0.7,0.0,1018.13,7.7,1
2023-04-24 07:00:00.000 +0200,10.9,0.99,1.6,210.0,4.1,0.0,1018.62,10.9,1
2023-04-24 08:00:00.000 +0200,14.8,0.82,2.7,193.0,8.3,0.0,1019.08,14.8,1
2023-04-24 09:00:00.000 +0200,18.8,0.65,1.5,140.0,10.0,0.0,1019.11,18.8,1
2023-04-24 10:00:00.000 +0200,21.1,0.49,4.9,199.0,10.0,0.0,1019.5,21.1,1
2023-04-24 11:00:00.000 +0200,22.0,0.49,4.3,226.0,11.0,0.0,1019.86,22.0,1
2023-04-24 12:00:00.000 +0200,22.8,0.47,3.6,188.0,11.2,0.0,1019.79,22.8,1
2023-04-24 13:00:00.000 +0200,22.9,0.37,4.6,292.0,10.0,0.0,1019.47,22.9,1
2023-04-24 14:00:00.000 +0200,23.9,0.37,6.3,154.0,10.4,0.0,1019.25,23.9,1
2023-04-24 15:00:00.000 +0200,23.9,0.4,2.6,333.0,10.0,0.0,1018.89,23.9,1
2023-04-24 16:00:00.000 +0200,23.9,0.37,4.3,178.0,10.0,0.0,1018.6,23.9,1
2023-04-24 17:00:00.000 +0200,23.9,0.32,1.2,205.0,10.4,0.0,1018.67,23.9,1
2023-04-24 18:00:00.000 +0200,22.8,0.44,3.1,214.0,10.0,0.0,1018.59,22.8,1
2023-04-24 19:00:00.000 +0200,21.2,0.48,0.4,181.0,10.0,0.0,1018.67,21.2,1
2023-04-24 20:00:00.000 +0200,19.1,0.51,2.7,185.0,10.0,0.0,1019.22,19.1,1
2023-04-24 21:00:00.000 +0200,17.1,0.63,1.6,228.0,10.0,0.0,1019.88,17.1,1
2023-04-24 22:00:00.000 +0200,14.9,0.72,3.8,136.0,15.8,0.0,1019.91,14.9,1
2023-04-24 23:00:00.000 +0200,13.1,0.87,3.4,185.0,15.0,0.0,1020.02,13.1,1
2023-04-25 00:00:00.000 +0200,12.7,0.89,3.3,169.0,15.8,0.0,1020.11,12.7,1
2023-04-25 01:00:00.000 +0200,12.1,0.89,3.2,148.0,14.9,0.0,1020.12,12.1,1
2023-04-25 02:00:00.000 +0200,11.8,0.84,5.0,68.0,15.0,0.0,1018.38,11.8,1
2023-04-25 03:00:00.000 +0200,12.0,0.8,6.3,169.0,14.9,0.0,1019.91,12.0,1
2023-04-25 04:00:00.000 +0200,12.0,0.8,6.4,187.0,14.8,0.0,1020.03,12.0,1
2023-04-25 05:00:00.000 +0200,10.6,0.86,9.7,151.0,14.1,0.0,1020.39,10.6,1
2023-04-25 06:00:00.000 +0200,8.7,0.99,9.1,141.0,6.1,0.0,1020.6,9.9,1
2023-04-25 07:00:00.000 +0200,12.6,0.9,7.7,169.0,9.9,0.0,1020.81,12.6,1
2023-04-25 08:00:00.000 +0200,15.0,0.78,8.8,154.0,9.9,0.0,1021.01,15.0,1
2023-04-25 09:00:00.000 +0200,17.3,0.74,12.2,150.0,10.0,0.0,1020.94,17.3,1
2023-04-25 10:00:00.000 +0200,19.1,0.67,12.6,150.0,10.0,0.0,1020.66,19.1,1
2023-04-25 11:00:00.000 +0200,21.3,0.57,9.9,147.0,10.4,0.0,1020.53,21.3,1
2023-04-25 12:00:00.000 +0200,22.4,0.54,11.4,168.0,11.2,0.0,1020.16,22.4,1
2023-04-25 13:00:00.000 +0200,22.9,0.5,8.5,155.0,11.2,0.0,1019.95,22.9,1
2023-04-25 14:00:00.000 +0200,23.9,0.47,11.3,153.0,11.4,0.0,1019.43,23.9,1
2023-04-25 15:00:00.000 +0200,24.0,0.47,8.3,142.0,10.0,0.0,1018.97,24.0,1
2023-04-25 16:00:00.000 +0200,24.0,0.38,8.6,150.0,10.0,0.0,1018.28,24.0,1
2023-04-25 17:00:00.000 +0200,23.1,0.42,10.7,145.0,10.4,0.0,1017.97,23.1,1
2023-04-25 18:00:00.000 +0200,22.8,0.44,12.5,178.0,10.0,0.0,1017.68,22.8,1
2023-04-25 19:00:00.000 +0200,21.1,0.47,5.2,137.0,10.0,0.0,1017.89,21.1,1
2023-04-25 20:00:00.000 +0200,18.2,0.58,4.9,95.0,10.4,0.0,1017.96,18.2,1
2023-04-25 21:00:00.000 +0200,16.0,0.72,4.6,50.0,10.0,0.0,1018.31,16.0,1
2023-04-25 22:00:00.000 +0200,15.5,0.72,6.4,80.0,15.8,0.0,1018.6,15.5,1
2023-04-25 23:00:00.000 +0200,14.6,0.76,6.7,83.0,15.0,0.0,1018.65,14.6,1
2023-04-26 00:00:00.000 +0200,13.3,0.82,3.5,73.0,15.8,0.0,1018.44,13.3,1
2023-04-26 01:00:00.000 +0200,12.7,0.83,3.1,70.0,15.8,0.0,1018.23,12.7,1
2023-04-26 02:00:00.000 +0200,13.8,0.77,6.1,50.0,15.0,0.0,1014.58,13.8,1
2023-04-26 03:00:00.000 +0200,10.6,0.88,6.4,190.0,15.8,0.0,1018.11,10.6,1
2023-04-26 04:00:00.000 +0200,10.5,0.92,3.2,340.0,15.5,0.0,1017.73,10.5,1
2023-04-26 05:00:00.000 +0200,10.3,0.91,3.8,48.0,14.9,0.0,1017.7,10.3,1
2023-04-26 06:00:00.000 +0200,10.0,0.92,1.6,106.0,11.0,0.0,1017.62,10.0,1
2023-04-26 07:00:00.000 +0200,13.6,0.9,2.7,193.0,9.8,0.0,1017.54,13.6,1
2023-04-26 08:00:00.000 +0200,16.7,0.74,7.2,147.0,10.4,0.0,1017.7,16.7,1
2023-04-26 09:00:00.000 +0200,18.8,0.65,3.4,94.0,10.0,0.0,1017.78,18.8,1
2023-04-26 10:00:00.000 +0200,21.2,0.59,4.6,178.0,10.0,0.0,1017.3,21.2,1
2023-04-26 11:00:00.000 +0200,22.6,0.53,4.4,117.0,10.4,0.0,1017.19,22.6,1
2023-04-26 12:00:00.000 +0200,22.9,0.48,7.7,53.0,11.3,0.0,1016.68,22.9,1
2023-04-26 13:00:00.000 +0200,24.0,0.47,9.7,82.0,11.2,0.0,1016.08,24.0,1
2023-04-26 14:00:00.000 +0200,24.0,0.35,8.0,70.0,11.4,0.0,1015.62,24.0,1
2023-04-26 15:00:00.000 +0200,24.0,0.44,9.3,136.0,11.2,0.0,1014.86,24.0,1
2023-04-26 16:00:00.000 +0200,25.0,0.32,3.6,185.0,11.2,0.0,1013.97,25.0,1
2023-04-26 17:00:00.000 +0200,24.1,0.35,5.0,101.0,10.4,0.0,1013.39,24.1,1
2023-04-26 18:00:00.000 +0200,22.4,0.45,9.5,102.0,10.0,0.0,1013.18,22.4,1
2023-04-26 19:00:00.000 +0200,21.2,0.52,3.7,101.0,10.0,0.0,1013.21,21.2,1
2023-04-26 20:00:00.000 +0200,18.3,0.62,6.2,28.0,10.4,0.0,1013.75,18.3,1
2023-04-26 21:00:00.000 +0200,17.2,0.67,14.5,30.0,10.0,0.0,1014.13,17.2,1
2023-04-26 22:00:00.000 +0200,16.0,0.75,3.1,54.0,10.0,0.0,1014.13,16.0,1
2023-04-26 23:00:00.000 +0200,16.0,0.79,12.3,23.0,11.9,0.0,1014.06,16.0,1
2023-04-27 00:00:00.000 +0200,15.4,0.72,13.8,31.0,15.8,0.0,1013.92,15.4,1
2023-04-27 01:00:00.000 +0200,14.4,0.75,11.0,52.0,15.8,0.0,1013.82,14.4,1
2023-04-27 02:00:00.000 +0200,13.6,0.9,10.0,53.0,12.0,0.0,1012.67,13.6,1
2023-04-27 03:00:00.000 +0200,12.8,0.82,6.2,48.0,15.8,0.0,1013.04,12.8,1
2023-04-27 04:00:00.000 +0200,12.8,0.83,3.3,72.0,15.8,0.0,1013.03,12.8,1
2023-04-27 05:00:00.000 +0200,11.4,0.92,6.2,38.0,15.3,0.0,1012.98,11.4,1
2023-04-27 06:00:00.000 +0200,12.3,0.86,2.5,139.0,10.0,0.0,1012.83,12.3,1
2023-04-27 07:00:00.000 +0200,14.9,0.78,10.3,160.0,10.0,0.0,1013.03,14.9,1
2023-04-27 08:00:00.000 +0200,15.9,0.74,10.3,154.0,10.0,0.0,1013.13,15.9,1
2023-04-27 09:00:00.000 +0200,17.2,0.72,12.1,147.0,10.0,0.0,1013.13,17.2,1
2023-04-27 10:00:00.000 +0200,17.8,0.73,7.5,166.0,10.0,0.0,1013.1,17.8,1
2023-04-27 11:00:00.000 +0200,17.9,0.72,10.1,158.0,10.0,0.0,1013.17,17.9,1
2023-04-27 12:00:00.000 +0200,19.1,0.67,9.1,128.0,10.0,0.0,1013.0,19.1,1
2023-04-27 13:00:00.000 +0200,20.1,0.67,7.5,177.0,10.0,0.0,1012.69,20.1,1
2023-04-27 14:00:00.000 +0200,20.3,0.62,3.9,166.0,10.0,0.0,1012.54,20.3,1
2023-04-27 15:00:00.000 +0200,21.2,0.62,4.6,170.0,10.0,0.0,1011.87,21.2,1
2023-04-27 16:00:00.000 +0200,21.3,0.67,4.9,164.0,10.0,0.0,1011.19,21.3,1
2023-04-27 17:00:00.000 +0200,20.2,0.66,7.2,161.0,10.0,0.0,1011.17,20.2,1
2023-04-27 18:00:00.000 +0200,19.1,0.71,7.6,153.0,10.0,0.0,1011.08,19.1,1
2023-04-27 19:00:00.000 +0200,17.9,0.77,10.6,142.0,10.0,0.0,1011.28,17.9,1
2023-04-27 20:00:00.000 +0200,15.5,0.82,20.6,151.0,11.0,0.0,1012.08,15.5,1
2023-04-27 21:00:00.000 +0200,14.1,0.89,8.4,146.0,9.9,0.0,1012.64,14.1,1
2023-04-27 22:00:00.000 +0200,14.5,0.86,11.1,103.0,11.9,0.0,1012.79,14.5,1
2023-04-27 23:00:00.000 +0200,14.1,0.86,3.7,142.0,11.7,0.0,1012.79,14.1,1
2023-04-28 00:00:00.000 +0200,13.4,0.9,3.5,116.0,12.0,0.0,1012.56,13.4,1
2023-04-28 01:00:00.000 +0200,13.4,0.9,3.3,71.0,12.0,0.0,1012.8,13.4,1
2023-04-28 02:00:00.000 +0200,11.6,0.74,5.5,139.0,15.0,0.0,1009.9,11.6,1
2023-04-28 03:00:00.000 +0200,14.4,0.83,10.8,63.0,14.9,0.0,1011.91,14.4,1
2023-04-28 04:00:00.000 +0200,13.9,0.86,10.7,72.0,14.8,0.0,1011.72,13.9,1
2023-04-28 05:00:00.000 +0200,13.4,0.9,10.3,82.0,14.1,0.0,1011.51,13.4,1
2023-04-28 06:00:00.000 +0200,13.9,0.9,7.9,106.0,9.9,0.0,1011.51,13.9,1
2023-04-28 07:00:00.000 +0200,14.9,0.84,11.3,108.0,9.8,0.0,1011.6,14.9,1
2023-04-28 08:00:00.000 +0200,15.9,0.74,10.7,132.0,9.4,0.0,1011.59,15.9,1
2023-04-28 09:00:00.000 +0200,17.1,0.65,19.9,138.0,9.9,0.0,1011.41,17.1,1
2023-04-28 10:00:00.000 +0200,18.8,0.58,19.4,157.0,9.9,0.0,1011.2,18.8,1
2023-04-28 11:00:00.000 +0200,19.0,0.6,17.0,147.0,10.0,0.0,1011.25,19.0,1
2023-04-28 12:00:00.000 +0200,20.0,0.54,16.9,136.0,10.0,0.0,1010.98,20.0,1
2023-04-28 13:00:00.000 +0200,21.1,0.5,17.3,129.0,10.0,0.0,1010.48,21.1,1
2023-04-28 14:00:00.000 +0200,21.1,0.46,22.0,140.0,10.4,0.0,1010.24,21.1,1
2023-04-28 15:00:00.000 +0200,21.2,0.43,19.8,157.0,10.0,0.0,1009.55,21.2,1
2023-04-28 16:00:00.000 +0200,21.2,0.41,16.5,156.0,11.3,0.0,1009.04,21.2,1
2023-04-28 17:00:00.000 +0200,20.1,0.45,13.8,137.0,11.4,0.0,1008.55,20.1,1
2023-04-28 18:00:00.000 +0200,19.0,0.51,9.8,147.0,11.3,0.0,1008.17,19.0,1
2023-04-28 19:00:00.000 +0200,17.9,0.59,14.1,121.0,11.2,0.0,1008.46,17.9,1
2023-04-28 20:00:00.000 +0200,16.3,0.66,11.3,122.0,9.9,0.0,1008.94,16.3,1
2023-04-28 21:00:00.000 +0200,15.0,0.72,13.9,129.0,11.3,0.0,1009.55,15.0,1
2023-04-28 22:00:00.000 +0200,14.5,0.65,11.0,139.0,14.8,0.0,1009.57,14.5,1
2023-04-28 23:00:00.000 +0200,13.9,0.6,10.8,150.0,15.0,0.0,1009.53,13.9,1
2023-04-29 00:00:00.000 +0200,12.3,0.65,11.2,139.0,15.8,0.0,1009.56,12.3,1
2023-04-29 01:00:00.000 +0200,11.8,0.66,10.9,159.0,15.8,0.0,1009.47,11.8,1
2023-04-29 02:00:00.000 +0200,10.8,0.62,13.2,142.0,15.0,0.0,1011.18,10.8,1
2023-04-29 03:00:00.000 +0200,10.1,0.73,10.9,141.0,15.8,0.0,1009.25,10.1,1
2023-04-29 04:00:00.000 +0200,10.6,0.71,11.1,160.0,14.9,0.0,1008.87,10.6,1
2023-04-29 05:00:00.000 +0200,10.6,0.69,13.5,157.0,15.0,0.0,1008.82,10.6,1
2023-04-29 06:00:00.000 +0200,10.1,0.71,15.6,139.0,10.0,0.0,1008.84,10.1,1
2023-04-29 07:00:00.000 +0200,11.2,0.71,21.5,149.0,10.0,0.0,1009.07,11.2,1
2023-04-29 08:00:00.000 +0200,12.9,0.67,23.0,150.0,10.4,0.0,1009.23,12.9,1
